transaction_id,customer_id,transaction_date,source_system,order_or_invoice_id,gross_amount,fee_amount,net_amount,payment_status,transaction_type,category,payout_status
500282,1005,2025-04-16,QuickBooks,952096,4537.49,130.68,4406.81,paid,sale,subscription,paid_out
500283,1005,2025-11-25,QuickBooks,934510,11055.99,281.93,10774.06,paid,sale,subscription,paid_out
500284,1002,2025-03-19,NetSuite,999150,9770.12,390.8,9379.32,paid,sale,wholesale,paid_out
500285,1011,2025-10-02,PayPal,951747,3591.81,172.77,3419.04,paid,sale,product,paid_out
500286,1001,2025-03-03,NetSuite,925260,11543.29,386.7,11156.59,paid,sale,product,paid_out
500287,1008,2025-11-18,QuickBooks,911406,1631.63,61.84,1569.79,paid,sale,service,pending
500288,1010,2025-09-24,PayPal,954997,2561.71,118.35,2443.36,paid,sale,subscription,paid_out
500289,1004,2025-02-24,PayPal,953856,8064.15,185.48,7878.67,paid,sale,wholesale,paid_out
500290,1011,2025-01-20,Shopify,951877,1274.9,40.92,1233.98,paid,sale,subscription,paid_out
500291,1001,2025-09-01,Shopify,964437,11287.51,1251.78,10035.73,paid,sale,product,paid_out
500292,1001,2025-06-03,NetSuite,984614,10002.78,333.09,9669.69,paid,sale,wholesale,paid_out
500293,1019,2025-09-22,PayPal,966426,1304.1,58.16,1245.94,paid,sale,subscription,paid_out
500294,1005,2025-03-30,NetSuite,947235,4734.87,213.07,4521.8,paid,sale,wholesale,paid_out
500295,1002,2025-11-22,Shopify,962204,15830.73,639.56,15191.17,paid,sale,service,paid_out
500296,1009,2025-12-19,Shopify,928091,1269.47,26.4,1243.07,pending,sale,service,paid_out
500297,1016,2025-11-30,Stripe,917342,880.63,18.14,862.49,paid,sale,product,paid_out
500298,1003,2025-05-10,Shopify,949345,8475.09,409.35,8065.74,paid,sale,wholesale,paid_out
500299,1012,2025-06-04,PayPal,986816,3015.28,134.78,2880.5,paid,sale,service,paid_out
500300,1002,2025-06-02,QuickBooks,936291,7785.76,268.61,7517.15,paid,sale,product,paid_out
500301,1001,2025-03-18,Stripe,952965,7655.64,208.23,7447.41,pending,sale,wholesale,pending
500302,1009,2025-06-01,Shopify,974978,1417.31,46.2,1371.11,paid,sale,wholesale,paid_out
500303,1010,2025-12-10,QuickBooks,938506,2958.53,85.8,2872.73,paid,sale,product,paid_out
500304,1012,2025-12-15,QuickBooks,955112,6367.42,252.15,6115.27,paid,sale,service,pending
500305,1014,2025-08-26,Stripe,909334,4330.46,147.67,4182.79,paid,sale,wholesale,held
500306,1029,2025-09-29,NetSuite,953633,465.07,10.05,455.02,paid,sale,product,paid_out
500307,1009,2025-06-11,Shopify,941079,3723.66,94.58,3606.43,paid,sale,product,partial
500308,1005,2025-09-08,Stripe,956233,10066.9,436.9,9630.0,paid,sale,product,paid_out
500309,1017,2025-07-11,QuickBooks,900540,1212.4,56.74,1155.66,paid,sale,service,paid_out
500310,1004,2025-03-08,PayPal,938119,3924.37,137.75,3786.62,paid,sale,service,paid_out
500311,1007,2025-08-11,NetSuite,924697,4495.88,224.34,4271.54,refunded,refund,subscription,paid_out
500312,1002,2025-04-27,Stripe,916143,5018.89,248.44,4770.45,paid,sale,wholesale,paid_out
500313,1001,2025-11-24,Stripe,985664,7422.94,267.23,7155.71,chargeback,adjustment,wholesale,paid_out
500314,1028,2025-08-16,Stripe,,585.87,21.33,564.54,paid,sale,service,paid_out
500315,1020,2025-11-15,NetSuite,915431,1285.63,30.98,1254.65,paid,sale,product,paid_out
500316,1014,2025-11-08,Shopify,938712,1958.42,54.64,1903.78,paid,sale,wholesale,paid_out
500317,1006,2025-06-19,PayPal,964763,1321.98,26.97,1295.01,paid,sale,subscription,paid_out
500318,1003,2025-02-21,Stripe,906564,11143.01,437.92,10705.09,chargeback,adjustment,service,paid_out
500319,1003,2025-07-04,Shopify,,8682.21,255.26,8426.95,paid,sale,service,paid_out
500320,1004,2025-07-03,NetSuite,944921,9393.14,457.45,8935.69,paid,sale,service,paid_out
500321,1010,2025-07-17,Shopify,917368,3063.88,105.09,2958.79,pending,sale,subscription,paid_out
500322,1014,2025-08-02,Shopify,947002,4600.52,158.72,4441.8,paid,sale,wholesale,paid_out
500323,1013,2025-09-07,PayPal,992349,1008.22,32.57,975.65,paid,sale,product,paid_out
500324,1004,2025-12-09,NetSuite,995243,15201.61,541.18,14660.43,paid,sale,product,paid_out
500325,1028,2025-10-13,NetSuite,964990,1340.79,156.47,1184.32,paid,sale,service,paid_out
500326,1015,2025-05-04,PayPal,930801,1989.03,56.29,1932.74,paid,sale,wholesale,paid_out
500327,1010,2025-02-15,PayPal,913453,4354.65,145.45,4209.2,paid,sale,subscription,paid_out
500328,1011,2025-02-16,QuickBooks,985799,4063.02,198.68,3864.34,pending,sale,subscription,paid_out
500329,1006,2025-04-25,Shopify,947617,4299.43,128.98,4170.45,paid,sale,subscription,paid_out
500330,1004,2025-06-24,Shopify,913935,5266.81,205.41,5061.4,paid,sale,wholesale,paid_out
500331,1005,2025-02-24,NetSuite,924979,5288.6,136.97,5151.63,pending,sale,subscription,paid_out
500332,1015,2025-11-21,PayPal,966086,5976.04,225.3,5750.74,paid,sale,subscription,paid_out
500333,1001,2025-10-11,Shopify,923226,11417.77,516.08,10901.69,paid,sale,subscription,held
500334,1002,2025-07-18,QuickBooks,979822,7580.04,289.56,7290.48,pending,sale,wholesale,paid_out
500335,1001,2025-06-25,PayPal,998097,9974.26,335.14,9639.12,paid,sale,service,paid_out
500336,1001,2025-12-31,Shopify,989995,13483.91,493.51,12990.4,paid,sale,service,paid_out
500337,1021,2025-12-30,PayPal,954719,273.31,8.36,264.95,paid,sale,service,paid_out
500338,1014,2025-08-05,QuickBooks,998328,4137.37,319.82,3817.55,paid,sale,product,paid_out
500339,1008,2025-02-01,PayPal,913432,3607.68,104.26,3503.42,paid,sale,product,pending
500340,1002,2025-11-28,NetSuite,987096,11272.01,305.47,10966.54,paid,sale,service,paid_out
500341,1008,2025-10-10,QuickBooks,958073,742.11,31.39,710.72,pending,sale,product,pending
500342,1008,2025-04-10,QuickBooks,967350,1823.8,46.14,1777.66,paid,sale,service,paid_out
500343,1003,2025-03-08,PayPal,942287,4448.36,415.03,4033.33,refunded,refund,service,paid_out
500344,1007,2025-09-09,Shopify,924100,4054.59,147.99,3906.6,paid,sale,wholesale,paid_out
500345,1006,2025-10-06,PayPal,947290,2916.66,66.5,2850.16,paid,sale,wholesale,paid_out
500346,1012,2025-10-15,Stripe,980439,4206.6,434.96,3771.64,paid,sale,service,held
500347,1012,2025-07-15,PayPal,967746,3928.44,189.74,3738.7,paid,sale,wholesale,paid_out
500348,1001,2025-09-07,PayPal,921940,3394.66,159.21,3235.45,paid,sale,subscription,held
500349,1005,2025-11-17,NetSuite,913621,5024.94,201.5,4823.44,pending,sale,subscription,paid_out
500350,1012,2025-12-18,Shopify,933018,1668.65,56.4,1612.25,paid,sale,service,paid_out
500351,1009,2025-07-28,Stripe,,1909.22,74.27,1834.95,paid,sale,subscription,paid_out
500352,1021,2025-12-25,NetSuite,979503,1786.64,54.85,1731.79,paid,sale,wholesale,paid_out
500353,1013,2025-07-22,QuickBooks,971529,3569.62,74.61,3495.01,paid,sale,service,paid_out
500354,1003,2025-01-06,Shopify,970405,7981.72,292.93,7688.79,paid,sale,service,paid_out
500355,1001,2025-04-19,PayPal,933127,6713.89,264.53,6449.36,paid,sale,subscription,paid_out
500356,1012,2025-10-09,QuickBooks,995104,2575.69,94.01,2481.68,paid,sale,product,paid_out
500357,1001,2025-12-10,PayPal,959067,12458.96,286.56,12172.4,refunded,refund,product,paid_out
500358,1011,2025-10-17,QuickBooks,929035,3050.88,134.85,2916.03,paid,sale,service,paid_out
500359,1027,2025-03-10,PayPal,963828,1027.38,30.72,996.66,paid,sale,subscription,paid_out
500360,1010,2025-05-24,PayPal,910022,4364.21,105.61,4258.6,paid,sale,subscription,held
500361,1006,2025-10-25,QuickBooks,970736,3105.05,133.83,2971.22,paid,sale,wholesale,paid_out
500362,1012,2025-04-25,Shopify,911869,4511.47,170.08,4341.39,paid,sale,product,paid_out
500363,1007,2025-09-21,QuickBooks,919162,1131.67,28.07,1103.6,paid,sale,subscription,pending
500364,1010,2025-04-23,NetSuite,967880,3926.63,106.02,3820.61,paid,sale,wholesale,paid_out
500365,1027,2025-01-24,PayPal,935847,83.86,3.31,80.55,refunded,refund,product,paid_out
500366,1006,2025-07-12,NetSuite,949326,2925.31,90.68,2834.63,paid,sale,service,paid_out
500367,1028,2025-06-26,QuickBooks,921706,631.65,21.79,609.86,paid,sale,product,paid_out
500368,1024,2025-03-18,NetSuite,943283,300.69,9.29,291.4,paid,sale,wholesale,paid_out
500369,1003,2025-04-18,Stripe,977640,8317.12,327.69,7989.43,paid,sale,product,paid_out
500370,1001,2025-01-29,QuickBooks,,4497.07,214.51,4282.56,paid,sale,subscription,partial
500371,1002,2025-04-21,Shopify,978753,7042.83,350.73,6692.1,paid,sale,service,pending
500372,1001,2025-03-27,PayPal,950523,9517.68,288.39,9231.56,paid,sale,wholesale,paid_out
500373,1002,2025-03-18,NetSuite,969655,8449.6,213.77,8235.83,paid,sale,product,pending
500374,1013,2025-11-05,PayPal,955139,4097.5,81.95,4015.55,paid,sale,wholesale,paid_out
500375,1001,2025-04-28,NetSuite,999816,11445.79,394.88,11050.91,paid,sale,product,pending
500376,1005,2025-05-11,Stripe,953562,7294.27,196.95,7121.68,paid,sale,subscription,pending
500377,1020,2025-09-24,QuickBooks,920287,35.61,1.41,34.2,paid,sale,wholesale,paid_out
500378,1001,2025-10-17,PayPal,973080,6290.8,178.03,6112.77,paid,sale,wholesale,paid_out
500379,1018,2025-05-10,Shopify,986413,1483.05,55.32,1427.73,paid,sale,subscription,paid_out
500380,1004,2025-04-20,Stripe,906822,7575.09,330.27,7244.82,paid,sale,subscription,paid_out
500381,1002,2025-03-16,NetSuite,979826,7245.02,275.31,6969.71,paid,sale,service,paid_out
500382,1014,2025-12-31,PayPal,901403,6770.24,146.91,6623.33,paid,sale,service,paid_out
500383,1012,2025-04-10,Shopify,904726,651.24,24.75,626.49,paid,sale,subscription,paid_out
500384,1023,2025-05-22,PayPal,996590,1175.02,35.96,1139.06,paid,sale,service,paid_out
500385,1015,2025-10-14,Stripe,925496,4617.54,140.37,4477.17,paid,sale,service,paid_out
500386,1018,2025-03-31,PayPal,967277,625.52,14.51,611.01,paid,sale,service,held
500387,1004,2025-12-22,Stripe,960142,9778.88,306.08,9472.8,paid,sale,wholesale,paid_out
500388,1003,2025-03-01,PayPal,941383,5320.38,167.59,5152.79,paid,sale,subscription,paid_out
500389,1015,2025-12-25,QuickBooks,909965,5942.72,162.83,5779.89,paid,sale,service,pending
500390,1018,2025-04-22,Shopify,965404,1344.12,37.77,1306.35,paid,sale,service,held
500391,1030,2025-04-16,NetSuite,915712,363.08,16.34,346.74,paid,sale,subscription,paid_out
500392,1006,2025-10-05,PayPal,975303,4810.97,218.42,4592.55,paid,sale,service,held
500393,1005,2025-07-23,Shopify,970879,4249.01,158.49,4090.52,paid,sale,wholesale,paid_out
500394,1016,2025-03-03,QuickBooks,976153,1054.91,35.66,1019.25,paid,sale,product,paid_out
500395,1005,2025-10-08,QuickBooks,955567,5365.64,150.77,5214.87,paid,sale,service,paid_out
500396,1026,2025-07-25,PayPal,913090,371.84,9.44,362.4,paid,sale,wholesale,paid_out
500397,1021,2025-07-15,PayPal,955249,267.06,11.75,255.31,paid,sale,service,paid_out
500398,1007,2025-09-07,Stripe,907869,1850.15,68.27,1781.88,paid,sale,wholesale,paid_out
500399,1015,2025-06-21,PayPal,953970,1418.62,43.69,1374.93,paid,sale,product,paid_out
500400,1015,2025-10-23,NetSuite,988236,3091.53,122.12,2969.41,paid,sale,subscription,paid_out
500401,1002,2025-07-15,NetSuite,944222,7244.53,245.59,6998.94,pending,sale,subscription,paid_out
500402,1024,2025-02-10,QuickBooks,984494,263.95,7.07,256.88,paid,sale,wholesale,paid_out
500403,1009,2025-07-31,Shopify,997501,1064.99,48.56,1016.43,chargeback,sale,wholesale,paid_out
500404,1019,2025-02-22,QuickBooks,968679,165.94,7.98,157.96,paid,sale,product,paid_out
500405,1005,2025-02-13,Shopify,982114,8893.49,414.44,8479.05,paid,sale,subscription,paid_out
500406,1024,2025-01-18,Shopify,970855,1003.73,45.97,957.76,paid,sale,product,partial
500407,1006,2025-10-30,NetSuite,983824,3189.13,124.06,3065.07,paid,sale,product,paid_out
500408,1001,2025-02-15,NetSuite,999391,6976.74,216.28,6760.46,paid,sale,subscription,paid_out
500409,1024,2025-12-19,PayPal,938393,1939.11,93.85,1845.26,chargeback,sale,service,paid_out
500410,1002,2025-04-07,Stripe,951081,6705.62,246.77,6458.85,paid,sale,wholesale,paid_out
500411,1005,2025-11-17,QuickBooks,937313,7218.48,309.67,6908.81,paid,sale,wholesale,paid_out
500412,1027,2025-04-07,QuickBooks,935669,1283.89,32.74,1251.15,paid,sale,subscription,paid_out
500413,1027,2025-03-19,Stripe,993742,98.21,3.54,53.69,paid,sale,wholesale,paid_out
500414,1010,2025-04-22,Shopify,904159,2038.61,59.73,1978.88,chargeback,adjustment,subscription,paid_out
500415,1012,2025-05-17,Shopify,950014,3990.44,88.19,3902.25,paid,sale,wholesale,pending
500416,1007,2025-08-15,QuickBooks,987294,1612.23,80.29,1531.94,paid,sale,service,paid_out
500417,1004,2025-03-23,Stripe,983692,8662.48,184.51,8477.97,paid,sale,product,paid_out
500418,1005,2025-02-27,NetSuite,,5123.69,562.07,4561.62,paid,sale,product,paid_out
500419,1013,2025-07-10,Shopify,999557,3373.3,92.77,3280.53,paid,sale,subscription,paid_out
500420,1015,2025-03-06,Shopify,957503,2695.29,79.51,2603.56,paid,sale,service,paid_out
500421,1017,2025-01-21,NetSuite,924461,740.82,24.52,716.3,paid,sale,service,paid_out
500422,1017,2025-11-03,PayPal,934517,1923.39,70.4,1852.99,paid,sale,wholesale,paid_out
500423,1002,2025-04-05,NetSuite,908302,10946.39,422.53,10523.86,paid,sale,product,paid_out
500424,1008,2025-09-26,Stripe,942208,3574.51,153.7,3420.81,paid,sale,subscription,paid_out
500425,1001,2025-03-08,PayPal,984115,4607.75,96.3,4511.45,paid,sale,service,paid_out
500426,1010,2025-01-26,NetSuite,964409,2148.59,82.08,2066.51,refunded,refund,subscription,paid_out
500427,1007,2025-07-04,Stripe,980862,2559.43,123.11,2436.32,paid,sale,service,paid_out
500428,1023,2025-02-09,PayPal,924832,1418.29,69.21,1349.08,paid,sale,product,paid_out
500429,1005,2025-10-13,Stripe,960125,9742.75,316.64,9426.11,paid,sale,product,paid_out
500430,1002,2025-04-03,QuickBooks,946179,7949.69,279.03,7670.66,paid,sale,service,paid_out
500431,1002,2025-07-31,QuickBooks,928039,8396.01,276.23,8119.78,paid,sale,service,paid_out
500432,1015,2025-08-20,Stripe,967844,2513.75,80.19,2433.56,chargeback,adjustment,service,paid_out
500433,1012,2025-04-24,PayPal,972569,1466.7,43.12,1423.58,refunded,refund,product,pending
500434,1002,2025-02-18,PayPal,930539,3339.63,102.53,3237.1,paid,sale,wholesale,paid_out
500435,1002,2025-10-19,Stripe,990386,11260.94,472.96,10787.98,paid,sale,service,paid_out
500436,1014,2025-01-20,Stripe,945603,3788.55,141.31,3647.24,paid,sale,product,paid_out
500437,1001,2025-12-01,Shopify,968731,14903.42,713.87,14189.55,paid,sale,service,paid_out
500438,1019,2025-09-15,Shopify,998676,1054.21,25.93,1028.28,chargeback,adjustment,wholesale,partial
500439,1014,2025-05-29,PayPal,971847,4038.66,98.54,3940.12,paid,sale,wholesale,paid_out
500440,1002,2025-12-24,PayPal,925703,5842.73,140.23,5702.5,paid,sale,product,paid_out
500441,1002,2025-05-05,Shopify,988047,3644.8,157.82,3486.98,refunded,refund,service,paid_out
500442,1030,2025-06-26,Shopify,957961,765.82,15.85,749.97,chargeback,adjustment,product,paid_out
500443,1005,2025-12-17,QuickBooks,981396,8910.14,380.46,8529.68,paid,sale,subscription,paid_out
500444,1005,2025-06-25,QuickBooks,970517,7857.53,183.08,7674.45,paid,sale,wholesale,paid_out
500445,1018,2025-11-15,Stripe,986969,1542.29,37.32,1504.97,paid,sale,service,paid_out
500446,1027,2025-04-13,QuickBooks,950940,1189.05,45.78,1143.27,paid,sale,subscription,paid_out
500447,1030,2025-01-10,PayPal,993020,456.43,21.22,435.21,chargeback,adjustment,subscription,paid_out
500448,1015,2025-04-06,Shopify,969391,1394.94,68.35,1326.59,paid,sale,subscription,paid_out
500449,1005,2025-06-27,NetSuite,936159,7784.98,239.0,7545.98,chargeback,adjustment,subscription,partial
500450,1002,2025-10-12,PayPal,995668,11542.05,309.33,11232.72,paid,sale,product,paid_out
500451,1016,2025-08-02,PayPal,971071,379.53,9.34,370.19,refunded,refund,product,paid_out
500452,1010,2025-03-12,Shopify,919025,1890.49,77.89,1812.6,paid,sale,service,partial
500453,1007,2025-02-04,NetSuite,995299,3008.03,145.89,2862.14,paid,sale,wholesale,pending
500454,1024,2025-06-05,PayPal,924632,576.67,27.68,548.99,refunded,refund,service,paid_out
500455,1002,2025-11-07,PayPal,990196,11344.74,305.17,11039.57,paid,sale,wholesale,paid_out
500456,1008,2025-12-31,Stripe,929658,4792.28,122.2,4670.08,paid,sale,service,paid_out
500457,1001,2025-07-31,QuickBooks,957577,4252.54,170.53,4082.01,paid,sale,wholesale,paid_out
500458,1008,2025-05-07,PayPal,951662,2424.0,104.96,2319.04,paid,sale,subscription,paid_out
500459,1001,2025-09-24,PayPal,970499,3983.85,134.26,3849.59,pending,sale,wholesale,paid_out
500460,1002,2025-09-22,PayPal,937475,9886.44,483.45,9402.99,paid,sale,subscription,held
500461,1002,2025-12-20,PayPal,914833,10713.82,260.35,10453.47,paid,sale,product,paid_out
500462,1012,2025-07-21,QuickBooks,926467,2006.86,67.23,1939.63,paid,sale,product,paid_out
500463,1015,2025-03-05,Shopify,995272,910.36,37.51,872.85,paid,sale,wholesale,paid_out
500464,1011,2025-10-09,Stripe,919672,2212.73,95.15,2117.58,paid,sale,wholesale,paid_out
500465,1028,2025-06-07,Stripe,917245,409.31,17.64,418.21,paid,sale,wholesale,paid_out
500466,1005,2025-09-12,PayPal,962352,10698.7,1220.72,9477.98,paid,sale,subscription,paid_out
500467,1004,2025-05-06,Stripe,924227,10939.51,309.59,10629.92,paid,sale,product,paid_out
500468,1022,2025-01-17,QuickBooks,954651,1008.82,45.5,963.32,refunded,refund,product,paid_out
500469,1003,2025-08-22,PayPal,949668,9744.01,300.12,9443.89,paid,sale,subscription,paid_out
500470,1028,2025-05-30,Stripe,927504,719.45,17.05,702.4,paid,sale,subscription,paid_out
500471,1001,2025-09-05,PayPal,941482,9516.67,362.59,9154.08,paid,sale,service,paid_out
500472,1029,2025-03-08,Shopify,979876,931.08,32.49,898.59,paid,sale,subscription,pending
500473,1001,2025-03-02,PayPal,954346,3215.88,124.78,3091.1,paid,sale,product,pending
500474,1023,2025-01-06,QuickBooks,972088,969.91,39.48,949.01,paid,sale,wholesale,paid_out
500475,1009,2025-10-19,Stripe,988142,3271.97,68.38,3203.59,paid,sale,product,paid_out
500476,1030,2025-09-04,PayPal,954257,254.19,8.59,245.6,pending,sale,service,paid_out
500477,1001,2025-10-17,Stripe,946346,9524.68,280.98,9243.7,paid,sale,service,paid_out
500478,1010,2025-07-12,Stripe,998505,2821.4,127.81,2693.59,paid,sale,service,paid_out
500479,1029,2025-07-31,Stripe,968825,130.07,6.02,124.05,paid,sale,product,paid_out
500480,1009,2025-02-17,QuickBooks,963369,2496.98,51.69,2445.29,paid,sale,product,paid_out
500481,1012,2025-02-20,Stripe,960210,4199.62,202.0,3997.62,paid,sale,subscription,paid_out
500482,1014,2025-06-09,QuickBooks,906047,3991.19,162.04,3829.15,paid,sale,subscription,paid_out
500483,1007,2025-10-23,Stripe,969766,3913.22,153.4,3759.82,paid,sale,service,paid_out
500484,1012,2025-03-18,Shopify,971110,1208.73,28.28,1180.45,paid,sale,service,paid_out
500485,1011,2025-10-21,Stripe,917049,1601.71,35.4,1566.31,paid,sale,subscription,paid_out
500486,1024,2025-07-16,QuickBooks,990456,88.7,2.91,85.79,paid,sale,service,paid_out
500487,1001,2025-04-12,NetSuite,961039,9416.09,377.59,9038.5,chargeback,adjustment,subscription,paid_out
500488,1004,2025-08-22,QuickBooks,918837,5793.53,227.69,5565.84,paid,sale,wholesale,held
500489,1027,2025-04-04,NetSuite,903966,1056.93,42.28,1014.65,pending,sale,wholesale,paid_out
500490,1023,2025-03-29,Stripe,993621,441.33,13.46,427.87,paid,sale,service,paid_out
500491,1007,2025-09-30,PayPal,963225,2574.39,97.05,2477.34,paid,sale,wholesale,paid_out
500492,1012,2025-08-11,NetSuite,996910,3052.45,92.49,2959.96,paid,sale,subscription,paid_out
500493,1004,2025-10-31,PayPal,953188,8364.68,249.27,8115.41,paid,sale,wholesale,paid_out
500494,1003,2025-06-17,Shopify,998957,6331.36,251.99,6044.04,paid,sale,wholesale,held
500495,1008,2025-09-30,QuickBooks,939286,1811.76,69.75,1742.01,paid,sale,wholesale,pending
500496,1005,2025-06-26,Stripe,938559,10125.71,379.71,9746.0,paid,sale,subscription,pending
500497,1011,2025-12-27,QuickBooks,956585,4228.19,208.87,4019.32,paid,sale,wholesale,paid_out
500498,1002,2025-07-27,NetSuite,950409,5468.97,199.07,5269.9,paid,sale,product,paid_out
500499,1029,2025-05-28,Shopify,994547,1496.25,60.0,1436.25,paid,sale,subscription,paid_out
500500,1030,2025-03-12,NetSuite,955797,972.31,31.6,940.71,paid,sale,wholesale,paid_out
500501,1014,2025-07-16,PayPal,931031,1784.05,45.67,1738.38,paid,sale,service,pending
500502,1009,2025-01-18,PayPal,990504,4902.05,181.38,4720.67,paid,sale,service,paid_out
500503,1005,2025-08-27,PayPal,986997,7652.55,273.2,7379.35,paid,sale,service,paid_out
500504,1018,2025-11-10,QuickBooks,961503,143.98,4.36,139.62,paid,sale,service,paid_out
500505,1013,2025-05-29,Shopify,934136,1253.79,51.28,1202.51,paid,sale,subscription,pending
500506,1003,2025-12-03,QuickBooks,966269,16678.6,738.86,15939.74,paid,sale,product,paid_out
500507,1025,2025-11-12,Shopify,919809,615.21,46.51,568.7,paid,sale,service,paid_out
500508,1019,2025-12-25,NetSuite,919014,522.74,13.28,509.46,paid,sale,wholesale,partial
500509,1027,2025-07-16,Stripe,945229,319.58,10.61,308.97,paid,sale,subscription,paid_out
500510,1014,2025-03-27,NetSuite,930626,2588.07,88.77,2499.3,refunded,refund,service,held
500511,1011,2025-03-16,Stripe,941377,2886.99,95.27,2791.72,paid,sale,subscription,paid_out
500512,1006,2025-09-30,QuickBooks,943904,3368.41,164.04,3204.37,refunded,refund,wholesale,pending
500513,1026,2025-08-25,QuickBooks,944224,1165.4,49.53,1115.87,paid,sale,subscription,paid_out
500514,1022,2025-12-11,Shopify,946073,52.5,1.16,51.34,paid,sale,subscription,paid_out
500515,1001,2025-01-13,Stripe,978562,8574.58,186.07,8388.51,pending,sale,subscription,paid_out
500516,1001,2025-11-06,NetSuite,914528,5836.83,231.72,5605.11,paid,sale,subscription,partial
500517,1005,2025-11-24,QuickBooks,942389,9913.39,494.68,9418.71,paid,sale,subscription,paid_out
500518,1018,2025-07-15,PayPal,909096,508.45,25.37,483.08,paid,sale,wholesale,paid_out
500519,1030,2025-04-02,Stripe,913926,977.09,22.77,954.32,paid,sale,subscription,paid_out
500520,1002,2025-02-07,NetSuite,985572,3633.71,151.89,3481.82,paid,sale,service,paid_out
500521,1011,2025-03-19,Stripe,964314,3650.25,171.93,3478.32,paid,sale,product,held
500522,1005,2025-01-02,Stripe,947044,6459.81,262.91,6196.9,paid,sale,subscription,paid_out
500523,1029,2025-07-07,NetSuite,984907,691.54,33.75,657.79,paid,sale,product,paid_out
500524,1020,2025-06-03,Stripe,982941,893.71,41.91,851.8,paid,sale,product,paid_out
500525,1020,2025-01-13,NetSuite,940334,1086.62,41.07,1045.55,paid,sale,subscription,paid_out
500526,1008,2025-01-19,PayPal,985701,2026.78,61.01,1965.77,paid,sale,product,paid_out
500527,1006,2025-10-24,Shopify,981051,1548.44,34.38,1514.06,paid,sale,subscription,paid_out
500528,1004,2025-03-30,Stripe,977469,8693.95,409.49,8284.46,paid,sale,wholesale,paid_out
500529,1001,2025-11-01,PayPal,996721,14269.61,379.57,13890.04,paid,sale,product,pending
500530,1022,2025-06-14,Shopify,915826,1069.92,46.86,1023.06,paid,sale,service,paid_out
500531,1018,2025-10-11,Stripe,982863,268.38,7.33,261.05,paid,sale,wholesale,pending
500532,1030,2025-02-11,NetSuite,954555,34.37,0.87,33.5,paid,sale,product,held
500533,1030,2025-04-16,NetSuite,990659,236.05,6.63,229.42,paid,sale,subscription,paid_out
500534,1010,2025-11-18,PayPal,969494,5906.85,171.3,5735.55,paid,sale,product,paid_out
500535,1015,2025-08-26,NetSuite,989816,3966.49,157.87,3808.62,paid,sale,product,pending
500536,1027,2025-03-23,NetSuite,943816,1013.46,21.59,991.87,paid,sale,subscription,paid_out
500537,1021,2025-02-23,NetSuite,915212,1117.11,53.29,1063.82,paid,sale,service,paid_out
500538,1004,2025-08-03,Shopify,912853,4788.76,192.99,4595.77,paid,sale,wholesale,paid_out
500539,1007,2025-04-23,Shopify,979879,830.88,31.24,799.64,paid,sale,wholesale,paid_out
500540,1002,2025-04-10,NetSuite,907818,8688.19,428.33,8259.86,paid,sale,wholesale,paid_out
500541,1028,2025-08-03,PayPal,983623,277.52,8.41,269.11,paid,sale,product,pending
500542,1011,2025-02-14,Shopify,960655,2352.63,83.99,2268.64,paid,sale,product,paid_out
500543,1003,2025-06-17,NetSuite,900665,5872.0,156.78,5715.22,refunded,refund,subscription,held
500544,1013,2025-08-06,NetSuite,931524,2890.05,99.42,2790.63,paid,sale,product,paid_out
500545,1012,2025-03-09,PayPal,921207,2112.83,57.47,2055.36,paid,sale,subscription,paid_out
500546,1005,2025-08-21,Stripe,982157,7173.85,173.61,7000.24,refunded,sale,wholesale,pending
500547,1002,2025-12-20,Stripe,971098,8394.62,176.29,8218.33,paid,sale,service,held
500548,1013,2025-01-29,Shopify,960994,2816.31,133.21,2683.1,paid,sale,subscription,paid_out
500549,1009,2025-10-15,Shopify,962717,3692.02,96.36,3595.66,paid,sale,product,paid_out
500550,1016,2025-06-14,Stripe,945249,463.46,12.98,450.48,paid,sale,wholesale,paid_out
500551,1009,2025-12-30,Stripe,988251,4051.0,181.48,3869.52,paid,sale,product,paid_out
500552,1021,2025-08-23,NetSuite,921596,153.78,4.87,148.91,refunded,refund,product,paid_out
500553,1010,2025-04-15,Stripe,917305,2843.09,110.31,2732.78,refunded,refund,service,paid_out
500554,1010,2025-04-07,QuickBooks,953961,783.27,36.19,747.08,refunded,refund,wholesale,paid_out
500555,1022,2025-10-31,NetSuite,940172,1007.14,36.16,970.98,paid,sale,service,paid_out
500556,1006,2025-05-28,Shopify,921075,3963.87,84.83,3879.04,paid,sale,product,paid_out
500557,1002,2025-03-24,QuickBooks,924182,5141.15,108.99,5032.16,paid,sale,service,paid_out
500558,1001,2025-03-17,NetSuite,953026,6356.23,230.1,6126.13,paid,sale,service,held
500559,1015,2025-03-21,PayPal,962116,519.32,21.92,497.4,paid,sale,product,paid_out
500560,1012,2025-10-17,QuickBooks,905253,3778.45,180.23,3598.22,paid,sale,subscription,paid_out
500561,1014,2025-07-25,QuickBooks,925578,2787.02,74.13,2712.89,paid,sale,product,paid_out
500562,1003,2025-01-12,PayPal,951697,3752.31,170.73,3581.58,refunded,refund,subscription,partial
500563,1002,2025-12-08,NetSuite,937309,8749.42,213.49,8535.93,paid,sale,subscription,paid_out
500564,1001,2025-04-21,NetSuite,995420,9550.68,318.04,9232.64,paid,sale,product,paid_out
